deltaMs,gpsLat,gpsLon,speed,rawLatG,rawLongG
3471,43.04652343,-89.4441168,0.110189451,0.04984284,0.11469053
3531,43.04652343,-89.4441168,0.110189451,0.003283312,0.037404545
3587,43.04652343,-89.4441168,0.110189451,0.07490531,0.11856298
3647,43.04652343,-89.4441168,0.110189451,0.019495232,0.066215985
3703,43.04652343,-89.4441168,0.110189451,0.08435959,0.13233495
3761,43.04653227,-89.44414295,0.833249291,-0.009696585,0.0861965
3821,43.04653227,-89.44414295,0.833249291,0.029272558,0.07754529
3878,43.04653227,-89.44414295,0.833249291,-0.078551956,0.085232176
3940,43.04653227,-89.44414295,0.833249291,-0.06552798,0.079313606
4002,43.04653227,-89.44414295,0.833249291,-0.03987487,0.09717714
4067,43.04653227,-89.44414295,0.833249291,-0.021577913,0.13281134
4128,43.04653227,-89.44414295,0.833249291,0.019940784,0.08443105
4182,43.04653227,-89.44414295,0.833249291,0.032274354,0.10947551
4240,43.04653227,-89.44414295,0.833249291,0.055465788,0.09970024
4298,43.04653227,-89.44414295,0.833249291,0.026769366,0.069267824
4356,43.04653227,-89.44414295,0.833249291,-0.001720669,0.06723487
4419,43.04653227,-89.44414295,0.833249291,0.077660166,0.108667985
4475,43.04653227,-89.44414295,0.833249291,0.001700149,0.09248939
4532,43.04653227,-89.44414295,0.833249291,8.70E-04,0.11195884
4591,43.04653227,-89.44414295,0.833249291,0.040830366,0.09303237
4650,43.04653227,-89.44414295,0.833249291,-0.05395314,0.07994054
4705,43.04653227,-89.44414295,0.833249291,-0.024171717,0.06359315
4773,43.04654197,-89.44417976,1.75843823,0.02121368,0.048526462
4830,43.04654197,-89.44417976,1.75843823,0.02861508,0.12999263
4886,43.04654197,-89.44417976,1.75843823,-0.01867178,0.087232836
4944,43.04654197,-89.44417976,1.75843823,-0.027501198,0.08149411
5000,43.04654197,-89.44417976,1.75843823,0.051982418,0.06441423
5058,43.04654197,-89.44417976,1.75843823,0.047503848,0.072002836
5116,43.04654197,-89.44417976,1.75843823,-0.001946016,0.07983251
5176,43.04654197,-89.44417976,1.75843823,-0.053439055,0.055981472
5234,43.04654197,-89.44417976,1.75843823,0.074133515,0.100186385
5292,43.04654197,-89.44417976,1.75843823,-0.013663788,0.112903915
5351,43.04654197,-89.44417976,1.75843823,-0.06487842,0.07973496
5410,43.04654197,-89.44417976,1.75843823,0.002480704,0.08281378
5467,43.04654197,-89.44417976,1.75843823,0.016662218,0.13005601
5527,43.04654197,-89.44417976,1.75843823,0.04748539,0.111695245
5589,43.04654197,-89.44417976,1.75843823,-0.018847441,0.13135704
5651,43.04654197,-89.44417976,1.75843823,-0.007881903,0.13048625
5706,43.04654197,-89.44417976,1.75843823,-0.049632516,0.07518741
5762,43.04655272,-89.44421809,2.630244613,0.053995185,0.050525956
5818,43.04655272,-89.44421809,2.630244613,0.025973996,-0.007083759
5875,43.04655272,-89.44421809,2.630244613,0.10791473,0.042663146
5933,43.04655272,-89.44421809,2.630244613,-0.06936108,0.057645418
5991,43.04655272,-89.44421809,2.630244613,0.039534513,0.048906513
6057,43.04655272,-89.44421809,2.630244613,0.024232235,0.07663548
6114,43.04655272,-89.44421809,2.630244613,-0.01486204,0.013618202
6174,43.04655272,-89.44421809,2.630244613,0.006967057,-0.003517758
6229,43.04655272,-89.44421809,2.630244613,0.003007852,-0.038892
6287,43.04655272,-89.44421809,2.630244613,-0.019458614,-0.13045968
6345,43.04655272,-89.44421809,2.630244613,-0.059005264,-0.10633854
6402,43.04655272,-89.44421809,2.630244613,-0.027136693,-0.11858932
6461,43.04655272,-89.44421809,2.630244613,-0.024930287,-0.09406702
6517,43.04655272,-89.44421809,2.630244613,-0.009372133,-0.13135974
6572,43.04655272,-89.44421809,2.630244613,0.026024433,-0.13266224
6633,43.04655272,-89.44421809,2.630244613,0.059358824,-0.12959044
6690,43.04655272,-89.44421809,2.630244613,0.029904304,-0.09927438
6751,43.04657055,-89.44428411,3.678777146,-0.004401402,-0.15105115
6808,43.04657055,-89.44428411,3.678777146,-0.029409366,-0.083845265
6865,43.04657055,-89.44428411,3.678777146,-0.09067076,-0.1635259
6921,43.04657055,-89.44428411,3.678777146,-0.121530384,-0.097056836
6980,43.04657055,-89.44428411,3.678777146,-0.02878598,-0.066792406
7041,43.04657055,-89.44428411,3.678777146,0.039991193,-0.093418576
7103,43.04657055,-89.44428411,3.678777146,0.09879234,-0.08247008
7163,43.04657055,-89.44428411,3.678777146,-0.005403382,-0.09933019
7219,43.04657055,-89.44428411,3.678777146,0.031977754,-0.09893658
7276,43.04657055,-89.44428411,3.678777146,0.011751983,-0.089023046
7336,43.04657055,-89.44428411,3.678777146,0.006226829,0.012035094
7401,43.04657055,-89.44428411,3.678777146,-0.059741884,-0.07169534
7459,43.04657055,-89.44428411,3.678777146,-0.059615202,-0.018836265
7515,43.04657055,-89.44428411,3.678777146,-0.033689745,-0.11983585
7571,43.04657055,-89.44428411,3.678777146,0.07044279,-0.082528375
7627,43.04657055,-89.44428411,3.678777146,0.20001808,0.006525728
7682,43.04657055,-89.44428411,3.678777146,0.072991,-0.03424641
7739,43.04658781,-89.44434779,4.275688415,0.07290346,-0.013252413
7794,43.04658781,-89.44434779,4.275688415,-0.018483397,-0.0905253
7851,43.04658781,-89.44434779,4.275688415,0.097727686,-0.06495202
7907,43.04658781,-89.44434779,4.275688415,0.16834551,-0.031913653
7965,43.04658781,-89.44434779,4.275688415,0.12909445,0.029044561
8025,43.04658781,-89.44434779,4.275688415,0.1231756,-0.08157417
8086,43.04658781,-89.44434779,4.275688415,0.17545287,-0.089085005
8143,43.04658781,-89.44434779,4.275688415,0.21443349,0.015114961
8200,43.04658781,-89.44434779,4.275688415,0.16505003,-0.025196392
8259,43.04658781,-89.44434779,4.275688415,0.118867375,0.030968625
8318,43.04658781,-89.44434779,4.275688415,0.13621886,-0.042793967
8378,43.04658781,-89.44434779,4.275688415,0.1360163,0.0375178
8434,43.04658781,-89.44434779,4.275688415,0.17023885,0.02141681
8493,43.04658781,-89.44434779,4.275688415,0.14318559,0.08502471
8553,43.04658781,-89.44434779,4.275688415,0.15734845,-0.035993766
8613,43.04658781,-89.44434779,4.275688415,0.15796518,0.012789676
8671,43.04658781,-89.44434779,4.275688415,0.08992077,-0.015039342
8729,43.0466093,-89.44441229,4.613672975,0.14790225,0.041353088
8785,43.0466093,-89.44441229,4.613672975,0.16728549,-0.011013268
8845,43.0466093,-89.44441229,4.613672975,0.19117703,0.033938352
8900,43.0466093,-89.44441229,4.613672975,0.2034166,0.04853651
8958,43.0466093,-89.44441229,4.613672975,0.190338,-0.027726619
9014,43.0466093,-89.44441229,4.613672975,0.14574851,-0.019142985
9073,43.0466093,-89.44441229,4.613672975,0.11177775,-0.08895482
9130,43.0466093,-89.44441229,4.613672975,0.24155834,-0.054116227
9189,43.0466093,-89.44441229,4.613672975,0.027364625,-0.11130241
9247,43.0466093,-89.44441229,4.613672975,0.21666059,-0.006213395
9307,43.0466093,-89.44441229,4.613672975,0.18084869,-0.0260597
9364,43.0466093,-89.44441229,4.613672975,0.17102261,-0.10919437
9422,43.0466093,-89.44441229,4.613672975,0.24707112,-0.106428176
9480,43.0466093,-89.44441229,4.613672975,0.3403345,-0.053631287
9539,43.0466093,-89.44441229,4.613672975,0.23706454,-0.10730569
9598,43.0466093,-89.44441229,4.613672975,0.21581721,-0.18146089
9656,43.0466093,-89.44441229,4.613672975,0.3145196,-0.06619903
9713,43.04664331,-89.44446783,4.920311977,0.22345434,-0.054518692
9770,43.04664331,-89.44446783,4.920311977,0.2810711,-0.024797259
9826,43.04664331,-89.44446783,4.920311977,0.23530152,0.001830646
9884,43.04664331,-89.44446783,4.920311977,0.36495498,-0.047237523
9943,43.04664331,-89.44446783,4.920311977,0.35216126,-0.14353317
9997,43.04664331,-89.44446783,4.920311977,0.16645622,-0.021809645
10056,43.04664331,-89.44446783,4.920311977,0.2642961,-0.015983913
10111,43.04664331,-89.44446783,4.920311977,0.27419615,-0.09304503
10166,43.04664331,-89.44446783,4.920311977,0.20332366,-0.063221514
10220,43.04664331,-89.44446783,4.920311977,0.16801552,-0.042900283
10276,43.04664331,-89.44446783,4.920311977,0.15914938,0.058570705
10335,43.04664331,-89.44446783,4.920311977,0.13546123,-0.016177833
10391,43.04664331,-89.44446783,4.920311977,0.20483541,0.08973023
10449,43.04664331,-89.44446783,4.920311977,0.067183584,0.03931214
10506,43.04664331,-89.44446783,4.920311977,0.20537196,0.038801126
10567,43.04664331,-89.44446783,4.920311977,0.19936596,0.11105288
10623,43.04664331,-89.44446783,4.920311977,0.09982354,-0.063874125
10680,43.04664331,-89.44446783,4.920311977,0.17881645,0.028233424
10738,43.04667907,-89.44451385,5.051721412,0.2659503,-0.11960392
10792,43.04667907,-89.44451385,5.051721412,0.28292975,-0.095720254
10847,43.04667907,-89.44451385,5.051721412,0.13972816,-0.13661912
10904,43.04667907,-89.44451385,5.051721412,0.1514845,-0.07318797
10959,43.04667907,-89.44451385,5.051721412,0.33045572,-0.005977738
11014,43.04667907,-89.44451385,5.051721412,0.045685127,-0.14588602
11073,43.04667907,-89.44451385,5.051721412,0.059420206,-0.003624108
11128,43.04667907,-89.44451385,5.051721412,0.17819153,0.0582071
11187,43.04667907,-89.44451385,5.051721412,0.2607094,-0.023775233
11244,43.04667907,-89.44451385,5.051721412,0.23872043,-0.007455581
11303,43.04667907,-89.44451385,5.051721412,0.17214578,-0.032370966
11360,43.04667907,-89.44451385,5.051721412,0.20362166,-0.012377864
11415,43.04667907,-89.44451385,5.051721412,0.26305684,-0.12051255
11474,43.04667907,-89.44451385,5.051721412,0.07954233,-0.12810251
11533,43.04667907,-89.44451385,5.051721412,0.19281793,0.061078228
11591,43.04667907,-89.44451385,5.051721412,0.28518605,-0.030247828
11649,43.04667907,-89.44451385,5.051721412,0.288783,-0.025874708
11707,43.04667907,-89.44451385,5.051721412,0.044586215,0.014930443
11766,43.04672848,-89.44453899,4.991797923,0.110754356,-0.033605427
11823,43.04672848,-89.44453899,4.991797923,0.25221428,-0.001067946
11884,43.04672848,-89.44453899,4.991797923,0.0857744,0.002517548
11941,43.04672848,-89.44453899,4.991797923,0.13837595,-0.05481763
11998,43.04672848,-89.44453899,4.991797923,0.091637425,0.001440977
12051,43.04672848,-89.44453899,4.991797923,0.082715064,-0.06609168
12108,43.04672848,-89.44453899,4.991797923,0.02133064,-0.018916879
12164,43.04672848,-89.44453899,4.991797923,0.058920342,-0.026770493
12218,43.04672848,-89.44453899,4.991797923,0.1744788,-0.10912387
12273,43.04672848,-89.44453899,4.991797923,0.004828101,0.007212798
12333,43.04672848,-89.44453899,4.991797923,0.010253467,0.04518499
12391,43.04672848,-89.44453899,4.991797923,-0.0565384,0.111550376
12448,43.04672848,-89.44453899,4.991797923,0.105791606,-0.026967272
12510,43.04672848,-89.44453899,4.991797923,-0.13719083,0.13356216
12566,43.04672848,-89.44453899,4.991797923,-0.14037837,-0.008730526
12625,43.04672848,-89.44453899,4.991797923,0.072211646,0.021278892
12680,43.04672848,-89.44453899,4.991797923,0.02245791,-0.013103286
12739,43.04679767,-89.44451182,5.735338306,-0.010070941,0.017908283
12798,43.04679767,-89.44451182,5.735338306,-0.037633754,-0.017184304
12854,43.04679767,-89.44451182,5.735338306,-0.001003566,0.048428964
12910,43.04679767,-89.44451182,5.735338306,0.02706653,0.0358538
12968,43.04679767,-89.44451182,5.735338306,-0.06313488,0.060743876
13031,43.04679767,-89.44451182,5.735338306,0.027829265,0.052798092
13089,43.04679767,-89.44451182,5.735338306,-0.16565217,-0.016594429
13145,43.04679767,-89.44451182,5.735338306,-0.039048363,0.06331835
13206,43.04679767,-89.44451182,5.735338306,-0.108147226,0.06490289
13265,43.04679767,-89.44451182,5.735338306,-0.065724775,0.020406792
13321,43.04679767,-89.44451182,5.735338306,-0.052449357,-0.01365356
13378,43.04679767,-89.44451182,5.735338306,-0.043132994,0.13812461
13435,43.04679767,-89.44451182,5.735338306,-0.07590297,0.04295771
13491,43.04679767,-89.44451182,5.735338306,-0.1448739,0.036998518
13548,43.04679767,-89.44451182,5.735338306,-0.010724676,0.11515289
13606,43.04679767,-89.44451182,5.735338306,-0.1093825,0.052943505
13663,43.04679767,-89.44451182,5.735338306,-0.13033454,0.0975351
13717,43.04686776,-89.44447645,6.51623312,0.012292624,0.023161644
13773,43.04686776,-89.44447645,6.51623312,-0.09400401,0.060590606
13831,43.04686776,-89.44447645,6.51623312,-0.09360762,0.08383416
13887,43.04686776,-89.44447645,6.51623312,-0.124990314,0.04300847
13947,43.04686776,-89.44447645,6.51623312,-0.09053631,-0.033758853
14005,43.04686776,-89.44447645,6.51623312,-0.14670806,0.03527687
14061,43.04686776,-89.44447645,6.51623312,-0.03589178,0.036791276
14118,43.04686776,-89.44447645,6.51623312,-0.08372414,-0.009808974
14176,43.04686776,-89.44447645,6.51623312,-0.03377724,0.04572758
14234,43.04686776,-89.44447645,6.51623312,-0.05846204,0.092880316
14297,43.04686776,-89.44447645,6.51623312,0.050769143,0.016175652
14359,43.04686776,-89.44447645,6.51623312,0.01683278,0.009855796
14418,43.04686776,-89.44447645,6.51623312,-0.096101575,-0.014244253
14477,43.04686776,-89.44447645,6.51623312,-0.07293704,-0.02948538
14535,43.04686776,-89.44447645,6.51623312,-0.046943814,0.04629357
14594,43.04686776,-89.44447645,6.51623312,-0.04796323,0.08074276
14658,43.04686776,-89.44447645,6.51623312,0.063613504,-0.03708521
14720,43.04694646,-89.44444346,7.454044529,-0.051852975,-0.02795704
14775,43.04694646,-89.44444346,7.454044529,-0.023401255,0.075305395
14832,43.04694646,-89.44444346,7.454044529,-0.14055198,-0.003375962
14889,43.04694646,-89.44444346,7.454044529,-0.12498225,-0.018971264
14945,43.04694646,-89.44444346,7.454044529,-0.10403977,-0.03617631
15000,43.04694646,-89.44444346,7.454044529,-0.020673564,-0.027744476
15056,43.04694646,-89.44444346,7.454044529,-0.04675142,-0.011043642
15113,43.04694646,-89.44444346,7.454044529,0.001993523,0.003844099
15168,43.04694646,-89.44444346,7.454044529,0.032142263,-0.06666826
15228,43.04694646,-89.44444346,7.454044529,-0.11697648,-0.014377273
15287,43.04694646,-89.44444346,7.454044529,-0.08423693,-0.03593879
15346,43.04694646,-89.44444346,7.454044529,-0.09583909,-0.16099758
15404,43.04694646,-89.44444346,7.454044529,0.21708912,-0.0678358
15460,43.04694646,-89.44444346,7.454044529,-0.16255909,-0.18455459
15516,43.04694646,-89.44444346,7.454044529,-0.03259482,-0.28573072
15573,43.04694646,-89.44444346,7.454044529,0.09604067,0.08185363
15630,43.04694646,-89.44444346,7.454044529,-0.18923427,-0.09603405
15685,43.04694646,-89.44444346,7.454044529,0.14971298,-0.0896208
15746,43.04703206,-89.44441047,8.338550298,-0.08144938,0.17714357
15802,43.04703206,-89.44441047,8.338550298,0.06007993,0.11778475
15862,43.04703206,-89.44441047,8.338550298,-0.16718714,-0.33306554
15918,43.04703206,-89.44441047,8.338550298,-0.082914606,-0.12723763
15976,43.04703206,-89.44441047,8.338550298,-0.08369235,-0.05643985
16034,43.04703206,-89.44441047,8.338550298,-0.20984057,-0.25475475
16091,43.04703206,-89.44441047,8.338550298,0.12504682,-0.026721857
16148,43.04703206,-89.44441047,8.338550298,-0.024996625,0.030333009
16208,43.04703206,-89.44441047,8.338550298,-0.1306467,-0.23336153
16266,43.04703206,-89.44441047,8.338550298,0.06293787,-0.18082234
16325,43.04703206,-89.44441047,8.338550298,0.12763071,-0.13256577
16384,43.04703206,-89.44441047,8.338550298,-0.14585643,0.037441637
16447,43.04703206,-89.44441047,8.338550298,0.069755755,-0.092563085
16507,43.04703206,-89.44441047,8.338550298,-0.15723996,-0.18455848
16564,43.04703206,-89.44441047,8.338550298,0.039622374,-0.03744413
16622,43.04703206,-89.44441047,8.338550298,0.16921298,-0.18020669
16679,43.04703206,-89.44441047,8.338550298,-0.036788862,-0.1419279
16735,43.04712215,-89.44437694,8.902560263,-0.08773777,-0.003497392
16791,43.04712215,-89.44437694,8.902560263,0.03711514,-0.085624136
16849,43.04712215,-89.44437694,8.902560263,-0.088078424,-0.14171979
16908,43.04712215,-89.44437694,8.902560263,0.038959365,-0.059412282
16966,43.04712215,-89.44437694,8.902560263,0.042807404,-0.12728417
17025,43.04712215,-89.44437694,8.902560263,-0.13441318,-0.11839349
17082,43.04712215,-89.44437694,8.902560263,0.07090144,-0.11100896
17138,43.04712215,-89.44437694,8.902560263,-0.03088259,-0.042918533
17196,43.04712215,-89.44437694,8.902560263,-0.09541034,-0.25813773
17252,43.04712215,-89.44437694,8.902560263,-0.012274117,-0.21535626
17308,43.04712215,-89.44437694,8.902560263,0.1522832,-0.2393965
17367,43.04712215,-89.44437694,8.902560263,-0.011951422,-0.20524617
17427,43.04712215,-89.44437694,8.902560263,0.004851641,-0.18785508
17483,43.04712215,-89.44437694,8.902560263,-0.05517724,-0.21195407
17541,43.04712215,-89.44437694,8.902560263,-0.045178857,-0.0742029
17600,43.04712215,-89.44437694,8.902560263,-0.003044454,-0.19259284
17657,43.04712215,-89.44437694,8.902560263,-0.003806727,-0.19382302
17730,43.04720832,-89.44434709,9.063075846,-0.022932911,-0.24021676
17785,43.04720832,-89.44434709,9.063075846,0.012239032,-0.25066727
17844,43.04720832,-89.44434709,9.063075846,0.16508973,-0.13765861
17901,43.04720832,-89.44434709,9.063075846,0.12276807,-0.08336563
17958,43.04720832,-89.44434709,9.063075846,-0.13919193,-0.28296602
18016,43.04720832,-89.44434709,9.063075846,0.056539513,-0.15418276
18074,43.04720832,-89.44434709,9.063075846,0.07821676,-0.332012
18136,43.04720832,-89.44434709,9.063075846,0.09792206,-0.33299038
18195,43.04720832,-89.44434709,9.063075846,0.1085792,-0.20964189
18254,43.04720832,-89.44434709,9.063075846,-0.06319503,-0.330306
18314,43.04720832,-89.44434709,9.063075846,0.026308047,-0.21459386
18372,43.04720832,-89.44434709,9.063075846,0.14728439,-0.19364937
18432,43.04720832,-89.44434709,9.063075846,0.20738608,-0.18914804
18489,43.04720832,-89.44434709,9.063075846,0.023864187,-0.10740797
18551,43.04720832,-89.44434709,9.063075846,0.001438602,-0.22176789
18612,43.04720832,-89.44434709,9.063075846,0.22092775,-0.25568298
18672,43.04720832,-89.44434709,9.063075846,0.22018035,-0.09409433
18732,43.04727755,-89.44431776,8.547552958,0.2357626,-0.14123602
18788,43.04727755,-89.44431776,8.547552958,0.17039014,-0.21288076
18846,43.04727755,-89.44431776,8.547552958,0.23208694,-0.14747165
18905,43.04727755,-89.44431776,8.547552958,-0.075842,-0.10915834
18959,43.04727755,-89.44431776,8.547552958,0.12054829,-0.12147934
19016,43.04727755,-89.44431776,8.547552958,0.085150965,-0.15131663
19075,43.04727755,-89.44431776,8.547552958,0.121052116,-0.07982283
19139,43.04727755,-89.44431776,8.547552958,0.094385214,-0.11022342
19196,43.04727755,-89.44431776,8.547552958,0.1542232,-0.052872762
19258,43.04727755,-89.44431776,8.547552958,0.14003517,0.05317017
19316,43.04727755,-89.44431776,8.547552958,0.15347083,-0.07575155
19381,43.04727755,-89.44431776,8.547552958,0.1733866,-0.12430299
19438,43.04727755,-89.44431776,8.547552958,0.12943886,-0.06441176
19498,43.04727755,-89.44431776,8.547552958,0.24201457,-0.06216951
19561,43.04727755,-89.44431776,8.547552958,0.1582901,-0.12922709
19620,43.04727755,-89.44431776,8.547552958,-0.05676061,-0.121816605
19678,43.04727755,-89.44431776,8.547552958,0.26938656,-0.10985266
19735,43.04732667,-89.44427938,7.674015364,0.5442015,-0.20124447
19790,43.04732667,-89.44427938,7.674015364,-0.026621955,-0.21117234
19847,43.04732667,-89.44427938,7.674015364,0.24353454,-0.1809678
19907,43.04732667,-89.44427938,7.674015364,0.29100648,-0.0839527
19964,43.04732667,-89.44427938,7.674015364,0.10679217,-0.10641428
20023,43.04732667,-89.44427938,7.674015364,0.1375624,-0.060723186
20080,43.04732667,-89.44427938,7.674015364,0.118561886,-0.2346135
20137,43.04732667,-89.44427938,7.674015364,0.29503295,-0.0735857
20194,43.04732667,-89.44427938,7.674015364,0.120896466,-0.1091911
20250,43.04732667,-89.44427938,7.674015364,0.19492309,-0.08263666
20307,43.04732667,-89.44427938,7.674015364,0.22662772,-0.13893907
20368,43.04732667,-89.44427938,7.674015364,0.20334058,-0.08435385
20426,43.04732667,-89.44427938,7.674015364,0.112349175,-0.105979845
20486,43.04732667,-89.44427938,7.674015364,0.19507992,-0.06347961
20544,43.04732667,-89.44427938,7.674015364,0.002919089,-0.053829417
20602,43.04732667,-89.44427938,7.674015364,0.071634226,-0.10639936
20660,43.04732667,-89.44427938,7.674015364,0.12784645,-0.04951998
20718,43.04735474,-89.44422598,6.763258172,0.20107986,-0.103828505
20777,43.04735474,-89.44422598,6.763258172,0.16317184,0.04115514
20839,43.04735474,-89.44422598,6.763258172,0.18378825,-0.018679693
20897,43.04735474,-89.44422598,6.763258172,-0.01802539,0.008457702
20954,43.04735474,-89.44422598,6.763258172,0.14032881,0.038904253
21012,43.04735474,-89.44422598,6.763258172,0.09974567,0.1578289
21071,43.04735474,-89.44422598,6.763258172,0.1464327,0.06953464
21134,43.04735474,-89.44422598,6.763258172,0.042473573,0.10598649
21189,43.04735474,-89.44422598,6.763258172,0.10510725,0.12468613
21244,43.04735474,-89.44422598,6.763258172,0.11268118,-0.05353239
21303,43.04735474,-89.44422598,6.763258172,0.063678116,0.09631787
21361,43.04735474,-89.44422598,6.763258172,0.16418369,0.014188025
21416,43.04735474,-89.44422598,6.763258172,0.13204904,-0.011852625
21473,43.04735474,-89.44422598,6.763258172,0.106318936,5.22E-04
21531,43.04735474,-89.44422598,6.763258172,0.1549539,-0.014063056
21589,43.04735474,-89.44422598,6.763258172,0.08647379,0.042490758
21647,43.04735474,-89.44422598,6.763258172,0.17674233,-0.00271778
21705,43.04735474,-89.44422598,6.763258172,0.17556345,-0.07780206
21764,43.04736665,-89.44416094,6.313235779,0.07891793,-0.06799981
21820,43.04736665,-89.44416094,6.313235779,0.15706009,-0.036716305
21879,43.04736665,-89.44416094,6.313235779,0.10572989,0.017017167
21937,43.04736665,-89.44416094,6.313235779,0.18491548,0.019493084
21999,43.04736665,-89.44416094,6.313235779,0.055432275,0.1100499
22055,43.04736665,-89.44416094,6.313235779,0.07285792,-0.011249817
22111,43.04736665,-89.44416094,6.313235779,-0.01716467,0.020780515
22169,43.04736665,-89.44416094,6.313235779,0.0458744,0.05214564
22225,43.04736665,-89.44416094,6.313235779,-0.07576265,0.06083351
22283,43.04736665,-89.44416094,6.313235779,-0.029087454,0.07213864
22339,43.04736665,-89.44416094,6.313235779,0.11662835,0.03534706
22402,43.04736665,-89.44416094,6.313235779,0.003853571,0.11299161
22459,43.04736665,-89.44416094,6.313235779,0.03464611,0.011494563
22514,43.04736665,-89.44416094,6.313235779,-0.054981194,-0.02279763
22573,43.04736665,-89.44416094,6.313235779,-0.020968683,-0.07269657
22628,43.04736665,-89.44416094,6.313235779,-0.056864288,0.064612165
22682,43.04736665,-89.44416094,6.313235779,0.089031264,0.020083468
22739,43.04736552,-89.44407904,6.488101303,-0.031426597,0.008954821
22796,43.04736552,-89.44407904,6.488101303,0.029511703,0.030059822
22852,43.04736552,-89.44407904,6.488101303,-0.07425743,-0.066382445
22907,43.04736552,-89.44407904,6.488101303,-0.038182925,-0.08004755
22965,43.04736552,-89.44407904,6.488101303,-0.006528776,0.07466569
23021,43.04736552,-89.44407904,6.488101303,-0.015798552,0.069534466
23079,43.04736552,-89.44407904,6.488101303,-0.093300864,-0.031637277
23139,43.04736552,-89.44407904,6.488101303,0.111329876,0.08511817
23197,43.04736552,-89.44407904,6.488101303,-0.05392755,0.034951154
23253,43.04736552,-89.44407904,6.488101303,0.12361465,-0.09854093
23313,43.04736552,-89.44407904,6.488101303,0.00208762,-0.088401355
