deltaMs,gpsLat,gpsLon,speed,rawLatG,rawLongG
23207,43.04731649,-89.44373818,8.838599323,-0.051035266,-0.05180283
23266,43.04728209,-89.44362498,9.26716411,0.001837004,-0.04324076
23327,43.04728209,-89.44362498,9.26716411,-0.041985754,0.016250333
23385,43.04728209,-89.44362498,9.26716411,0.008100207,-0.007955406
23443,43.04728209,-89.44362498,9.26716411,0.06353959,-0.047168884
23500,43.04728209,-89.44362498,9.26716411,0.065742664,-0.04381984
23560,43.04728209,-89.44362498,9.26716411,0.009846915,-0.060126085
23622,43.04728209,-89.44362498,9.26716411,0.02123401,-0.002070909
23679,43.04728209,-89.44362498,9.26716411,0.09428702,-0.017325995
23736,43.04728209,-89.44362498,9.26716411,0.055824175,0.001563246
23791,43.04728209,-89.44362498,9.26716411,-0.11211977,-0.077411175
23850,43.04728209,-89.44362498,9.26716411,-0.003063801,-0.014915573
